ID,author_year,country,cohort_name,cohort_abbrev,study_design,estimateType,analysis_type,temporality,exposure_characteristic,exposure_dx_class,outcome_characteristic,outcome_dx_class,dx_pair,exposure_modified_label,outcome_modified_label,pair,mood_anx_unadj,mood_anx_adj,bi3_ago_unadj,bi3_ago_adj,bi3_ocd_unadj,bi3_ocd_adj,bi3_gad_unadj,bi3_gad_adj,bi3_pd_unadj,bi3_pd_adj,bi3_pts_unadj,bi3_pts_adj,bi3_so_unadj,bi3_so_adj,bi3_sp_unadj,bi3_sp_adj,bi3_anx_unadj,bi3_anx_adj,dep_ocd_unadj,dep_ocd_adj,dep_gad_unadj,dep_gad_adj,dep_pds_unadj,dep_pds_adj,dep_pts_unadj,dep_pts_adj,dep_so_unadj,dep_so_adj,dep_sp_unadj,dep_sp_adj,dep_anx_unadj,dep_anx_adj,dep_ago_unadj,dep_ago_adj,dys_ago_unadj,dys_ago_adj,dys_ocd_unadj,dys_ocd_adj,dys_gad_unadj,dys_gad_adj,dys_pds_unadj,dys_pds_adj,dys_pts_unadj,dys_pts_adj,dys_so_unadj,dys_so_adj,dys_sp_unadj,dys_sp_adj,dys_anx_unadj,dys_anx_adj,mood_gad_unadj,mood_gad_adj,mood_so_unadj,mood_so_adj,mood_sp_unadj,mood_sp_adj,type1,UnadjRate1,UnadjLowerCI1,UnadjUpperCI1,PValue_Unadjusted,type2,AdjRate1,AdjLowerCI1,AdjUpperCI1,PValue_Adjusted,type3,a,c,b,d
179,"Boyd et al, 1984",USA,The Epidemiologic Catchment Area (ECA),ECA,cross-sectional,odds ratios,logistic regression,period-prevalence,1-month,mood disorder,1-month,anxiety disorder,MDE-panic disorder,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,18.8,,,0.001,,,,,,,,,,
179,"Boyd et al, 1984",USA,The Epidemiologic Catchment Area (ECA),ECA,cross-sectional,odds ratios,logistic regression,period-prevalence,1-month,mood disorder,1-month,anxiety disorder,MDE-agoraphobia,depression,agoraphobia,depression-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,Overall,15.3,,,0.001,,,,,,,,,,
179,"Boyd et al, 1984",USA,The Epidemiologic Catchment Area (ECA),ECA,cross-sectional,odds ratios,logistic regression,period-prevalence,1-month,mood disorder,1-month,anxiety disorder,MDE-simple phobia,depression,specific phobia,depression-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,9,,,0.001,,,,,,,,,,
179,"Boyd et al, 1984",USA,The Epidemiologic Catchment Area (ECA),ECA,cross-sectional,odds ratios,logistic regression,period-prevalence,1-month,mood disorder,1-month,anxiety disorder,MDE-OCD,depression,OCD,depression-OCD,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,10.8,,,0.001,,,,,,,,,,
181,"Chou, 2009",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-specific phobia,dysthymia,specific phobia,dysthymia-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,Overall,0.95,0.45,1.99,,,,,,
181,"Chou, 2009",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,bipolar disorder-specific phobia,bipolar disorder,specific phobia,bipolar disorder-specific phobia,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,1.58,0.89,2.82,,,,,,
181,"Chou, 2009",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,dysthymia-specific phobia,dysthymia,specific phobia,dysthymia-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,Overall,1.09,0.6,1.98,,,,,,
181,"Chou, 2009",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,bipolar disorder-specific phobia,bipolar disorder,specific phobia,bipolar disorder-specific phobia,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,1.28,0.74,2.21,,,,,,
182,"Cairney et al, 2007",Canada,The Canadian Community Health Survey-Mental Health and Well-Being (CCHS),CCHS 1.2,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,major depression-social phobia,depression,social phobia,depression-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,11.46,5.9,22.26,,,,,,
184,"Kashani & Orvaschel, 1988",USA,,,cross-sectional,crude estimate,2 X 2 table,period-prevalence,6-month,mood disorder,6-month,anxiety disorder,depression-anxiety disorder,depression,anxiety disorder,depression-anxiety disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,9,17,3,121
190,"Gratzer et al, 2004",Canada,The Ontario Health Survey Mental Health Supplement (OHS-MHS),OHS-MHS,cross-sectional,crude estimate,2 X 2 table,lifetime,lifetime,mood disorder,lifetime ,anxiety disorder,unipolar major depression-anxiety disorder,depression,anxiety disorder,depression-anxiety disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,323,1427,268,5177
191,"Kessler et al, 1997",USA,The National Comorbidity Survey (NCS),NCS ,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,GAD-bipolar I disorder,GAD,bipolar I,GAD-bipolar I,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,13.3,3.4,52,,,,,,,,,,,
191,"Kessler et al, 1997",USA,The National Comorbidity Survey (NCS),NCS ,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,agoraphobia-bipolar I disorder,agoraphobia,bipolar I,agoraphobia-bipolar I,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,22.7,10.4,49.4,,,,,,,,,,,
191,"Kessler et al, 1997",USA,The National Comorbidity Survey (NCS),NCS ,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,simple phobia-bipolar I disorder,specific phobia,bipolar I,specific phobia-bipolar I,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,15.3,4.7,49.2,,,,,,,,,,,
191,"Kessler et al, 1997",USA,The National Comorbidity Survey (NCS),NCS ,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,social phobia-bipolar I disorder,social phobia,bipolar I,social phobia-bipolar I,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5.6,1.4,22.9,,,,,,,,,,,
191,"Kessler et al, 1997",USA,The National Comorbidity Survey (NCS),NCS ,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,panic disorder-bipolar I disorder,panic disorder,bipolar I,panic disorder-bipolar I,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,13.2,1.5,114.4,,,,,,,,,,,
191,"Kessler et al, 1997",USA,The National Comorbidity Survey (NCS),NCS ,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,PTSD-bipolar I disorder,PTSD,bipolar I,PTSD-bipolar I,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,7.6,1.4,42.2,,,,,,,,,,,
191,"Kessler et al, 1997",USA,The National Comorbidity Survey (NCS),NCS ,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,anxiety disorder-bipolar I disorder,anxiety disorder,bipolar I,anxiety disorder-bipolar I,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,31.2,5,196.8,,,,,,,,,,,
192,"Davidson et al, 1991",USA,The Epidemiologic Catchment Area (ECA),ECA,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-PTSD,depression,PTSD,depression-PTSD,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,11.02,4.15,29.26,,,,,,,,,,,
195,"Bruce et al, 2001",USA,Primary Care Anxiety Project,Primary Care Anxiety Project,prospective cohort,crude estimate,2 X 2 table,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,MDD-PTSD,depression,PTSD,depression-PTSD,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,79,106,121,198
195,"Bruce et al, 2001",USA,Primary Care Anxiety Project,Primary Care Anxiety Project,prospective cohort,crude estimate,2 X 2 table,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,dysthymia-PTSD,dysthymia,PTSD,dysthymia-PTSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,Overall,8,177,17,302
196,"Bromet et al, 2005",Ukraine,The World Mental Health Survey (WMHS),WMHS Ukraine,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,mood disorder-anxiety disorder,mood disorder,anxiety disorder,mood disorder-anxiety disorder,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,3.78,2.95,4.85,,,,,,,,,,,
196,"Bromet et al, 2005",Ukraine,The World Mental Health Survey (WMHS),WMHS Ukraine,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,MDD-GAD,depression,GAD,depression-GAD,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,7.1,5,10,,,,,,,,,,,
196,"Bromet et al, 2005",Ukraine,The World Mental Health Survey (WMHS),WMHS Ukraine,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,MDD-panic disorder,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,6.8,4.2,11,,,,,,,,,,,
198,"Jaffee et al, 2002",New Zealand,The Dunedin Multidisciplinary Health and Development Study (DMHDS),DMHDS,prospective cohort,odds ratios,logistic regression,period-prevalence,12-month,anxiety disorder,12-month,mood disorder,anxiety disorder-MDD,anxiety disorder,depression,anxiety disorder-depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,3.55,2.56,4.93,,,,,,
199,"Costello et al, 2003",USA,Great Smoky Mountains Study (GSMS),GSMS,prospective cohort,odds ratios,logistic regression,period-prevalence,3-month,mood disorder,3-month,anxiety disorder,mood disorder-anxiety disorder,mood disorder,anxiety disorder,mood disorder-anxiety disorder,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,27.21,15.78,46.94,,Overall,28.6,15.36,53.26,,,,,,
200,"Kessler et al, 1995",USA,The National Comorbidity Survey (NCS),NCS,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,anxiety disorder,dysthymia-PTSD,dysthymia,PTSD,dysthymia-PTSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,Overall,4.62,3.27,6.52,,,,,,,,,,,
201,"Subramaniam et al, 2013",Singapore,The Singapore Mental Health Study (SMHS),SMHS,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,bipolar disorder-GAD,bipolar disorder,GAD,bipolar disorder-GAD,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,28.4,10.7,75.3,,,,,,
201,"Subramaniam et al, 2013",Singapore,The Singapore Mental Health Study (SMHS),SMHS,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,bipolar disorder-OCD,bipolar disorder,OCD,bipolar disorder-OCD,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,10.6,5.1,22.2,,,,,,
206,"Merikangas et al, 1996",Switzerland-BPS,The Basel Epidemiologic Study,The Basel Epidemiologic Study,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-anxiety disorder,depression,anxiety disorder,depression-anxiety disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Overall,3,1.8,5,,,,,,,,,,,
206,"Merikangas et al, 1996",Switzerland-BES,The Basel Epidemiologic Study,The Basel Epidemiologic Study,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-GAD,depression,GAD,depression-GAD,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,7.4,1.8,27.1,,,,,,,,,,,
206,"Merikangas et al, 1996",Switzerland-BPS,The Basel Epidemiologic Study,The Basel Epidemiologic Study,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-panic disorder,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,13.5,4.5,40.4,,,,,,,,,,,
206,"Merikangas et al, 1996",Switzerland-BPS,The Basel Epidemiologic Study,The Basel Epidemiologic Study,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-agoraphobia,depression,agoraphobia,depression-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,Overall,1.3,0.6,3.3,,,,,,,,,,,
206,"Merikangas et al, 1996",Switzerland-BPS,The Basel Epidemiologic Study,The Basel Epidemiologic Study,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-simple phobia,depression,specific phobia,depression-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,3.7,1.3,9,,,,,,,,,,,
206,"Merikangas et al, 1996",Switzerland-BPS,The Basel Epidemiologic Study,The Basel Epidemiologic Study,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-social phobia,depression,social phobia,depression-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,2.2,1.3,4,,,,,,,,,,,
206,"Merikangas et al, 1996",USA,The Epidemiologic Catchment Area (ECA),ECA,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-anxiety disorder,depression,anxiety disorder,depression-anxiety disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Overall,6.7,5.5,7.4,,,,,,,,,,,
206,"Merikangas et al, 1996",USA,The Epidemiologic Catchment Area (ECA),ECA,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-panic disorder,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,12.2,9,14.9,,,,,,,,,,,
206,"Merikangas et al, 1996",USA,The Epidemiologic Catchment Area (ECA),ECA,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-agoraphobia,depression,agoraphobia,depression-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,Overall,4.5,4.1,5.5,,,,,,,,,,,
206,"Merikangas et al, 1996",USA,The Epidemiologic Catchment Area (ECA),ECA,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-simple phobia,depression,specific phobia,depression-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,2.7,2.5,3.3,,,,,,,,,,,
206,"Merikangas et al, 1996",USA,The Epidemiologic Catchment Area (ECA),ECA,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-social phobia,depression,social phobia,depression-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5,4.1,6.7,,,,,,,,,,,
206,"Merikangas et al, 1996",Germany,The Munich Follow-up study (MFS),MFS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-anxiety disorder,depression,anxiety disorder,depression-anxiety disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5.5,3.7,8.2,,,,,,,,,,,
206,"Merikangas et al, 1996",Germany,The Munich Follow-up study (MFS),MFS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-panic disorder,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,9,4.5,18.2,,,,,,,,,,,
206,"Merikangas et al, 1996",Germany,The Munich Follow-up study (MFS),MFS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-agoraphobia,depression,agoraphobia,depression-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,Overall,5,3,8.2,,,,,,,,,,,
206,"Merikangas et al, 1996",Germany,The Munich Follow-up study (MFS),MFS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-simple phobia,depression,specific phobia,depression-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5.5,3.3,9,,,,,,,,,,,
206,"Merikangas et al, 1996",Germany,The Munich Follow-up study (MFS),MFS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-social phobia,depression,social phobia,depression-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,6.7,3.3,13.5,,,,,,,,,,,
206,"Merikangas et al, 1996",Puerto Rico,Puerto Rico Adult Psychiatric Epidemiology Study,Puerto Rico Adult Psychiatric Epidemiology Study,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-anxiety disorder,depression,anxiety disorder,depression-anxiety disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Overall,14.9,8.2,27.1,,,,,,,,,,,
206,"Merikangas et al, 1996",Puerto Rico,Puerto Rico Adult Psychiatric Epidemiology Study,Puerto Rico Adult Psychiatric Epidemiology Study,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-panic disorder,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,30,13.5,81.5,,,,,,,,,,,
206,"Merikangas et al, 1996",Puerto Rico,Puerto Rico Adult Psychiatric Epidemiology Study,Puerto Rico Adult Psychiatric Epidemiology Study,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-agoraphobia,depression,agoraphobia,depression-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,Overall,12.2,6.7,20,,,,,,,,,,,
206,"Merikangas et al, 1996",Puerto Rico,Puerto Rico Adult Psychiatric Epidemiology Study,Puerto Rico Adult Psychiatric Epidemiology Study,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-simple phobia,depression,specific phobia,depression-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,9,5,16.4,,,,,,,,,,,
206,"Merikangas et al, 1996",Puerto Rico,Puerto Rico Adult Psychiatric Epidemiology Study,Puerto Rico Adult Psychiatric Epidemiology Study,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-social phobia,depression,social phobia,depression-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,18.2,6.7,44.7,,,,,,,,,,,
206,"Merikangas et al, 1996",Switzerland-Zurich,The Zurich Cohort Study,Zurich study,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-anxiety disorder,depression,anxiety disorder,depression-anxiety disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Overall,2.7,1.8,4.1,,,,,,,,,,,
206,"Merikangas et al, 1996",Switzerland-Zurich,The Zurich Cohort Study,Zurich study,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-GAD,depression,GAD,depression-GAD,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.1,0.6,2.3,,,,,,,,,,,
206,"Merikangas et al, 1996",Switzerland-Zurich,The Zurich Cohort Study,Zurich study,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-panic disorder,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,2.7,1.3,5,,,,,,,,,,,
206,"Merikangas et al, 1996",Switzerland-Zurich,The Zurich Cohort Study,Zurich study,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-agoraphobia,depression,agoraphobia,depression-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,Overall,2.7,1.5,5,,,,,,,,,,,
206,"Merikangas et al, 1996",Switzerland-Zurich,The Zurich Cohort Study,Zurich study,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-simple phobia,depression,specific phobia,depression-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,1.8,1.1,3.3,,,,,,,,,,,
206,"Merikangas et al, 1996",Switzerland-Zurich,The Zurich Cohort Study,Zurich study,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-social phobia,depression,social phobia,depression-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,2.7,1.3,6,,,,,,,,,,,
211,"Ford et al, 2003",Multiple countries,The British Child and Adolescent Mental Health Survey,The British Child and Adolescent Mental Health Survey,cross-sectional,odds ratios,logistic regression,period-prevalence,,mood disorder,,anxiety disorder,depression-anxiety disorder,depression,anxiety disorder,depression-anxiety disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,17,10.7,26.8,,,,,,
212,"de Graaf et al, 2002",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,crude estimate,2 X 2 table,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,mood disorder-anxiety disorder,mood disorder,anxiety disorder,mood disorder-anxiety disorder,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,256,559,226,6035
213,"Faravelli et al, 2004",Italy,The Sesto Fiorentino Study,The Sesto Fiorentino study,cross-sectional,crude estimate,2 X 2 table,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,MDD-panic disorder,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,10,42,214,2097
213,"Faravelli et al, 2004",Italy,The Sesto Fiorentino Study,The Sesto Fiorentino study,cross-sectional,crude estimate,2 X 2 table,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,MDD-social phobia,depression,social phobia,depression-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,33,54,191,2085
213,"Faravelli et al, 2004",Italy,The Sesto Fiorentino Study,The Sesto Fiorentino study,cross-sectional,crude estimate,2 X 2 table,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,MDD-specific phobia,depression,specific phobia,depression-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,9,26,215,2113
